"map","species","cruise","date","lon","lat","day_night","abundance"
"CalCOFI_Atlas_06_Page_024.tiff","Limacina helicina","5204","2-15 April 1952",-123.167082294264,37.484076433121,"Day",2
"CalCOFI_Atlas_06_Page_024.tiff","Limacina helicina","5204","2-15 April 1952",-123.57855361596,37.3248407643312,"Night",1
"CalCOFI_Atlas_06_Page_024.tiff","Limacina helicina","5204","2-15 April 1952",-124.28927680798,36.9426751592357,"Night",2
"CalCOFI_Atlas_06_Page_024.tiff","Limacina helicina","5204","2-15 April 1952",-125.037406483791,36.5605095541401,"Day",2
"CalCOFI_Atlas_06_Page_024.tiff","Limacina helicina","5204","2-15 April 1952",-125.673316708229,36.2738853503185,"Day",1
